/home/qkrgangeun/LigMet/data/processed/7duf.pdb:B	/home/qkrgangeun/LigMet/data/processed/7duf.pdb:B
/home/qkrgangeun/LigMet/data/processed/7duf.pdb:B	/home/qkrgangeun/LigMet/data/processed/7duf.pdb:A
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:C
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:E
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:G
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvv.pdb:E
/home/qkrgangeun/LigMet/data/processed/6lvb.pdb:A	/home/qkrgangeun/LigMet/data/processed/6lvv.pdb:G
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B	/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B	/home/qkrgangeun/LigMet/data/processed/6uro.pdb:B
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B	/home/qkrgangeun/LigMet/data/processed/7zgr.pdb:D
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B	/home/qkrgangeun/LigMet/data/processed/7zgp.pdb:D
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:B	/home/qkrgangeun/LigMet/data/processed/6eoj.pdb:D
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:C	/home/qkrgangeun/LigMet/data/processed/6urg.pdb:C
/home/qkrgangeun/LigMet/data/processed/6urg.pdb:F	/home/qkrgangeun/LigMet/data/processed/6urg.pdb:F
/home/qkrgangeun/LigMet/data/processed/3rmj.pdb:A	/home/qkrgangeun/LigMet/data/processed/3rmj.pdb:A
/home/qkrgangeun/LigMet/data/processed/3rmj.pdb:A	/home/qkrgangeun/LigMet/data/processed/3rmj.pdb:B
/home/qkrgangeun/LigMet/data/processed/3rmj.pdb:A	/home/qkrgangeun/LigMet/data/processed/3bli.pdb:A
/home/qkrgangeun/LigMet/data/processed/4wbr.pdb:D	/home/qkrgangeun/LigMet/data/processed/4wbr.pdb:D
/home/qkrgangeun/LigMet/data/processed/4wbr.pdb:D	/home/qkrgangeun/LigMet/data/processed/1xzo.pdb:B
/home/qkrgangeun/LigMet/data/processed/4wbr.pdb:D	/home/qkrgangeun/LigMet/data/processed/1xzo.pdb:A
/home/qkrgangeun/LigMet/data/processed/5ee5.pdb:A	/home/qkrgangeun/LigMet/data/processed/5ee5.pdb:A
/home/qkrgangeun/LigMet/data/processed/2qjc.pdb:A	/home/qkrgangeun/LigMet/data/processed/2qjc.pdb:A
/home/qkrgangeun/LigMet/data/processed/4rus.pdb:C	/home/qkrgangeun/LigMet/data/processed/4rus.pdb:C
/home/qkrgangeun/LigMet/data/processed/4rus.pdb:C	/home/qkrgangeun/LigMet/data/processed/4rus.pdb:D
/home/qkrgangeun/LigMet/data/processed/3x1d.pdb:A	/home/qkrgangeun/LigMet/data/processed/3x1d.pdb:A
/home/qkrgangeun/LigMet/data/processed/3x1d.pdb:A	/home/qkrgangeun/LigMet/data/processed/4idq.pdb:A
